#1	
double TGround(8760,2)	
6415200	281.74
6418800	281.74
6422400	281.74
6426000	281.74
6429600	281.74
6433200	281.74
6436800	281.74
6440400	281.74
6444000	281.74
6447600	281.74
6451200	281.74
6454800	281.74
6458400	281.74
6462000	281.74
6465600	281.74
6469200	281.74
6472800	281.74
6476400	281.74
6480000	281.74
6483600	281.74
6487200	281.74
6490800	281.74
6494400	281.74
6498000	281.74
6501600	281.74
6505200	281.74
6508800	281.74
6512400	281.74
6516000	281.74
6519600	281.74
6523200	281.74
6526800	281.74
6530400	281.74
6534000	281.74
6537600	281.74
6541200	281.74
6544800	281.74
6548400	281.74
6552000	281.74
6555600	281.74
6559200	281.74
6562800	281.74
6566400	281.74
6570000	281.74
6573600	281.74
6577200	281.74
6580800	281.74
6584400	281.74
6588000	281.74
6591600	281.74
6595200	281.74
6598800	281.74
6602400	281.74
6606000	281.74
6609600	281.74
6613200	281.74
6616800	281.74
6620400	281.74
6624000	281.74
6627600	281.74
6631200	281.74
6634800	281.74
6638400	281.74
6642000	281.74
6645600	281.74
6649200	281.74
6652800	281.74
6656400	281.74
6660000	281.74
6663600	281.74
6667200	281.74
6670800	281.74
6674400	281.74
6678000	281.74
6681600	281.74
6685200	281.74
6688800	281.74
6692400	281.74
6696000	281.74
6699600	281.74
6703200	281.74
6706800	281.74
6710400	281.74
6714000	281.74
6717600	281.74
6721200	281.74
6724800	281.74
6728400	281.74
6732000	281.74
6735600	281.74
6739200	281.74
6742800	281.74
6746400	281.74
6750000	281.74
6753600	281.74
6757200	281.74
6760800	281.74
6764400	281.74
6768000	281.74
6771600	281.74
6775200	281.74
6778800	281.74
6782400	281.74
6786000	281.74
6789600	281.74
6793200	281.74
6796800	281.74
6800400	281.74
6804000	281.74
6807600	281.74
6811200	281.74
6814800	281.74
6818400	281.74
6822000	281.74
6825600	281.74
6829200	281.74
6832800	281.74
6836400	281.74
6840000	281.74
6843600	281.74
6847200	281.74
6850800	281.74
6854400	281.74
6858000	281.74
6861600	281.74
6865200	281.74
6868800	281.74
6872400	281.74
6876000	281.74
6879600	281.74
6883200	281.74
6886800	281.74
6890400	281.74
6894000	281.74
6897600	281.74
6901200	281.74
6904800	281.74
6908400	281.74
6912000	281.74
6915600	281.74
6919200	281.74
6922800	281.74
6926400	281.74
6930000	281.74
6933600	281.74
6937200	281.74
6940800	281.74
6944400	281.74
6948000	281.74
6951600	281.74
6955200	281.74
6958800	281.74
6962400	281.74
6966000	281.74
6969600	281.74
6973200	281.74
6976800	281.74
6980400	281.74
6984000	281.74
6987600	281.74
6991200	281.74
6994800	281.74
6998400	281.74
7002000	281.74
7005600	281.74
7009200	281.74
7012800	281.74
7016400	281.74
7020000	281.74
7023600	281.74
7027200	281.74
7030800	281.74
7034400	281.74
7038000	281.74
7041600	281.74
7045200	281.74
7048800	281.74
7052400	281.74
7056000	281.74
7059600	281.74
7063200	281.74
7066800	281.74
7070400	281.74
7074000	281.74
7077600	281.74
7081200	281.74
7084800	281.74
7088400	281.74
7092000	281.74
7095600	281.74
7099200	281.74
7102800	281.74
7106400	281.74
7110000	281.74
7113600	281.74
7117200	281.74
7120800	281.74
7124400	281.74
7128000	281.74
7131600	281.74
7135200	281.74
7138800	281.74
7142400	281.74
7146000	281.74
7149600	281.74
7153200	281.74
7156800	281.74
7160400	281.74
7164000	281.74
7167600	281.74
7171200	281.74
7174800	281.74
7178400	281.74
7182000	281.74
7185600	281.74
7189200	281.74
7192800	281.74
7196400	281.74
7200000	281.74
7203600	281.74
7207200	281.74
7210800	281.74
7214400	281.74
7218000	281.74
7221600	281.74
7225200	281.74
7228800	281.74
7232400	281.74
7236000	281.74
7239600	281.74
7243200	281.74
7246800	281.74
7250400	281.74
7254000	281.74
7257600	281.74
7261200	281.74
7264800	281.74
7268400	281.74
7272000	281.74
7275600	281.74
7279200	281.74
7282800	281.74
7286400	281.74
7290000	281.74
7293600	281.74
7297200	281.74
7300800	281.74
7304400	281.74
7308000	281.74
7311600	281.74
7315200	281.74
7318800	281.74
7322400	281.74
7326000	281.74
7329600	281.74
7333200	281.74
7336800	281.74
7340400	281.74
7344000	281.74
7347600	281.74
7351200	281.74
7354800	281.74
7358400	281.74
7362000	281.74
7365600	281.74
7369200	281.74
7372800	281.74
7376400	281.74
7380000	281.74
7383600	281.74
7387200	281.74
7390800	281.74
7394400	281.74
7398000	281.74
7401600	281.74
7405200	281.74
7408800	281.74
7412400	281.74
7416000	281.74
7419600	281.74
7423200	281.74
7426800	281.74
7430400	281.74
7434000	281.74
7437600	281.74
7441200	281.74
7444800	281.74
7448400	281.74
7452000	281.74
7455600	281.74
7459200	281.74
7462800	281.74
7466400	281.74
7470000	281.74
7473600	281.74
7477200	281.74
7480800	281.74
7484400	281.74
7488000	281.74
7491600	281.74
7495200	281.74
7498800	281.74
7502400	281.74
7506000	281.74
7509600	281.74
7513200	281.74
7516800	281.74
7520400	281.74
7524000	281.74
7527600	281.74
7531200	281.74
7534800	281.74
7538400	281.74
7542000	281.74
7545600	281.74
7549200	281.74
7552800	281.74
7556400	281.74
7560000	281.74
7563600	281.74
7567200	281.74
7570800	281.74
7574400	281.74
7578000	281.74
7581600	281.74
7585200	281.74
7588800	281.74
7592400	281.74
7596000	281.74
7599600	281.74
7603200	281.74
7606800	281.74
7610400	281.74
7614000	281.74
7617600	281.74
7621200	281.74
7624800	281.74
7628400	281.74
7632000	281.74
7635600	281.74
7639200	281.74
7642800	281.74
7646400	281.74
7650000	281.74
7653600	281.74
7657200	281.74
7660800	281.74
7664400	281.74
7668000	281.74
7671600	281.74
7675200	281.74
7678800	281.74
7682400	281.74
7686000	281.74
7689600	281.74
7693200	281.74
7696800	281.74
7700400	281.74
7704000	281.74
7707600	281.74
7711200	281.74
7714800	281.74
7718400	281.74
7722000	281.74
7725600	281.74
7729200	281.74
7732800	281.74
7736400	281.74
7740000	281.74
7743600	281.74
7747200	281.74
7750800	281.74
7754400	281.74
7758000	281.74
7761600	281.74
7765200	281.74
7768800	281.74
7772400	281.74
7776000	281.74
7779600	281.74
7783200	281.74
7786800	281.74
7790400	281.74
7794000	281.74
7797600	281.74
7801200	281.74
7804800	281.74
7808400	281.74
7812000	281.74
7815600	281.74
7819200	281.74
7822800	281.74
7826400	281.74
7830000	281.74
7833600	281.74
7837200	281.74
7840800	281.74
7844400	281.74
7848000	281.74
7851600	281.74
7855200	281.74
7858800	281.74
7862400	281.74
7866000	281.74
7869600	281.74
7873200	281.74
7876800	281.74
7880400	281.74
7884000	281.74
7887600	281.74
7891200	281.74
7894800	281.74
7898400	281.74
7902000	281.74
7905600	281.74
7909200	281.74
7912800	281.74
7916400	281.74
7920000	281.74
7923600	281.74
7927200	281.74
7930800	281.74
7934400	281.74
7938000	281.74
7941600	281.74
7945200	281.74
7948800	281.74
7952400	281.74
7956000	281.74
7959600	281.74
7963200	281.74
7966800	281.74
7970400	281.74
7974000	281.74
7977600	281.74
7981200	281.74
7984800	281.74
7988400	281.74
7992000	281.74
7995600	281.74
7999200	281.74
8002800	281.74
8006400	281.74
8010000	281.74
8013600	281.74
8017200	281.74
8020800	281.74
8024400	281.74
8028000	281.74
8031600	281.74
8035200	281.74
8038800	281.74
8042400	281.74
8046000	281.74
8049600	281.74
8053200	281.74
8056800	281.74
8060400	281.74
8064000	281.74
8067600	281.74
8071200	281.74
8074800	281.74
8078400	281.74
8082000	281.74
8085600	281.74
8089200	281.74
8092800	281.74
8096400	281.74
8100000	281.74
8103600	281.74
8107200	281.74
8110800	281.74
8114400	281.74
8118000	281.74
8121600	281.74
8125200	281.74
8128800	281.74
8132400	281.74
8136000	281.74
8139600	281.74
8143200	281.74
8146800	281.74
8150400	281.74
8154000	281.74
8157600	281.74
8161200	281.74
8164800	281.74
8168400	281.74
8172000	281.74
8175600	281.74
8179200	281.74
8182800	281.74
8186400	281.74
8190000	281.74
8193600	281.74
8197200	281.74
8200800	281.74
8204400	281.74
8208000	281.74
8211600	281.74
8215200	281.74
8218800	281.74
8222400	281.74
8226000	281.74
8229600	281.74
8233200	281.74
8236800	281.74
8240400	281.74
8244000	281.74
8247600	281.74
8251200	281.74
8254800	281.74
8258400	281.74
8262000	281.74
8265600	281.74
8269200	281.74
8272800	281.74
8276400	281.74
8280000	281.74
8283600	281.74
8287200	281.74
8290800	281.74
8294400	281.74
8298000	281.74
8301600	281.74
8305200	281.74
8308800	281.74
8312400	281.74
8316000	281.74
8319600	281.74
8323200	281.74
8326800	281.74
8330400	281.74
8334000	281.74
8337600	281.74
8341200	281.74
8344800	281.74
8348400	281.74
8352000	281.74
8355600	281.74
8359200	281.74
8362800	281.74
8366400	281.74
8370000	281.74
8373600	281.74
8377200	281.74
8380800	281.74
8384400	281.74
8388000	281.74
8391600	281.74
8395200	281.74
8398800	281.74
8402400	281.74
8406000	281.74
8409600	281.74
8413200	281.74
8416800	281.74
8420400	281.74
8424000	281.74
8427600	281.74
8431200	281.74
8434800	281.74
8438400	281.74
8442000	281.74
8445600	281.74
8449200	281.74
8452800	281.74
8456400	281.74
8460000	281.74
8463600	281.74
8467200	281.74
8470800	281.74
8474400	281.74
8478000	281.74
8481600	281.74
8485200	281.74
8488800	281.74
8492400	281.74
8496000	281.74
8499600	281.74
8503200	281.74
8506800	281.74
8510400	281.74
8514000	281.74
8517600	281.74
8521200	281.74
8524800	281.74
8528400	281.74
8532000	281.74
8535600	281.74
8539200	281.74
8542800	281.74
8546400	281.74
8550000	281.74
8553600	281.74
8557200	281.74
8560800	281.74
8564400	281.74
8568000	281.74
8571600	281.74
8575200	281.74
8578800	281.74
8582400	281.74
8586000	281.74
8589600	8.3375
8593200	281.5
8596800	281.5125
8600400	281.525
8604000	281.5375
8607600	281.55
8611200	281.5625
8614800	281.575
8618400	281.5875
8622000	281.6
8625600	281.6125
8629200	281.625
8632800	281.6375
8636400	281.65
8640000	281.6625
8643600	281.675
8647200	281.6875
8650800	281.7
8654400	281.7125
8658000	281.725
8661600	281.7375
8665200	281.75
8668800	281.7625
8672400	281.775
8676000	281.7875
8679600	281.8
8683200	281.8125
8686800	281.825
8690400	281.8375
8694000	281.85
8697600	281.8625
8701200	281.875
8704800	281.8875
8708400	281.9
8712000	281.9125
8715600	281.925
8719200	281.9375
8722800	281.95
8726400	281.9625
8730000	281.975
8733600	281.9875
8737200	282
8740800	282.0125
8744400	282.025
8748000	282.0375
8751600	282.05
8755200	282.0541667
8758800	282.0583333
8762400	282.0625
8766000	282.0666667
8769600	282.0708333
8773200	282.075
8776800	282.0791667
8780400	282.0833333
8784000	282.0875
8787600	282.0916667
8791200	282.0958333
8794800	282.1
8798400	282.1041667
8802000	282.1083333
8805600	282.1125
8809200	282.1166667
8812800	282.1208333
8816400	282.125
8820000	282.1291667
8823600	282.1333333
8827200	282.1375
8830800	282.1416667
8834400	282.1458333
8838000	282.15
8841600	282.1541667
8845200	282.1583333
8848800	282.1625
8852400	282.1666667
8856000	282.1708333
8859600	282.175
8863200	282.1791667
8866800	282.1833333
8870400	282.1875
8874000	282.1916667
8877600	282.1958333
8881200	282.2
8884800	282.2041667
8888400	282.2083333
8892000	282.2125
8895600	282.2166667
8899200	282.2208333
8902800	282.225
8906400	282.2291667
8910000	282.2333333
8913600	282.2375
8917200	282.2416667
8920800	282.2458333
8924400	282.25
8928000	282.2541667
8931600	282.2583333
8935200	282.2625
8938800	282.2666667
8942400	282.2708333
8946000	282.275
8949600	282.2791667
8953200	282.2833333
8956800	282.2875
8960400	282.2916667
8964000	282.2958333
8967600	282.3
8971200	282.3041667
8974800	282.3083333
8978400	282.3125
8982000	282.3166667
8985600	282.3208333
8989200	282.325
8992800	282.3291667
8996400	282.3333333
9000000	282.3375
9003600	282.3416667
9007200	282.3458333
9010800	282.35
9014400	282.3625
9018000	282.375
9021600	282.3875
9025200	282.4
9028800	282.4125
9032400	282.425
9036000	282.4375
9039600	282.45
9043200	282.4625
9046800	282.475
9050400	282.4875
9054000	282.5
9057600	282.5125
9061200	282.525
9064800	282.5375
9068400	282.55
9072000	282.5625
9075600	282.575
9079200	282.5875
9082800	282.6
9086400	282.6125
9090000	282.625
9093600	282.6375
9097200	282.65
9100800	282.6625
9104400	282.675
9108000	282.6875
9111600	282.7
9115200	282.7125
9118800	282.725
9122400	282.7375
9126000	282.75
9129600	282.7625
9133200	282.775
9136800	282.7875
9140400	282.8
9144000	282.8125
9147600	282.825
9151200	282.8375
9154800	282.85
9158400	282.8625
9162000	282.875
9165600	282.8875
9169200	282.9
9172800	282.9125
9176400	282.925
9180000	282.9375
9183600	282.95
9187200	282.9583333
9190800	282.9666667
9194400	282.975
9198000	282.9833333
9201600	282.9916667
9205200	283
9208800	283.0083333
9212400	283.0166667
9216000	283.025
9219600	283.0333333
9223200	283.0416667
9226800	283.05
9230400	283.0583333
9234000	283.0666667
9237600	283.075
9241200	283.0833333
9244800	283.0916667
9248400	283.1
9252000	283.1083333
9255600	283.1166667
9259200	283.125
9262800	283.1333333
9266400	283.1416667
9270000	283.15
9273600	283.1583333
9277200	283.1666667
9280800	283.175
9284400	283.1833333
9288000	283.1916667
9291600	283.2
9295200	283.2083333
9298800	283.2166667
9302400	283.225
9306000	283.2333333
9309600	283.2416667
9313200	283.25
9316800	283.2583333
9320400	283.2666667
9324000	283.275
9327600	283.2833333
9331200	283.2916667
9334800	283.3
9338400	283.3083333
9342000	283.3166667
9345600	283.325
9349200	283.3333333
9352800	283.3416667
9356400	283.35
9360000	283.3625
9363600	283.375
9367200	283.3875
9370800	283.4
9374400	283.4125
9378000	283.425
9381600	283.4375
9385200	283.45
9388800	283.4625
9392400	283.475
9396000	283.4875
9399600	283.5
9403200	283.5125
9406800	283.525
9410400	283.5375
9414000	283.55
9417600	283.5625
9421200	283.575
9424800	283.5875
9428400	283.6
9432000	283.6125
9435600	283.625
9439200	283.6375
9442800	283.65
9446400	283.6666667
9450000	283.6833333
9453600	283.7
9457200	283.7
9460800	283.7
9464400	283.7
9468000	283.7
9471600	283.7
9475200	283.7
9478800	283.7
9482400	283.7
9486000	283.7
9489600	283.7
9493200	283.7
9496800	283.7
9500400	283.7
9504000	283.7
9507600	283.7
9511200	283.7
9514800	283.7
9518400	283.7
9522000	283.7
9525600	283.7
9529200	283.7
9532800	283.7
9536400	283.7
9540000	283.7
9543600	283.7
9547200	283.7
9550800	283.7
9554400	283.7
9558000	283.7
9561600	283.7
9565200	283.7
9568800	283.7
9572400	283.7
9576000	283.7
9579600	283.7
9583200	283.7
9586800	283.7
9590400	283.7
9594000	283.7
9597600	283.7
9601200	283.7
9604800	283.7
9608400	283.7
9612000	283.7
9615600	283.7
9619200	283.7
9622800	283.7
9626400	283.7
9630000	283.7
9633600	283.7
9637200	283.7
9640800	283.7
9644400	283.7
9648000	283.7
9651600	283.7
9655200	283.7
9658800	283.7
9662400	283.7
9666000	283.7
9669600	283.7
9673200	283.7
9676800	283.7
9680400	283.7
9684000	283.7
9687600	283.7
9691200	283.7
9694800	283.7
9698400	283.7
9702000	283.7
9705600	283.7
9709200	283.7
9712800	283.7
9716400	283.7
9720000	283.7
9723600	283.7
9727200	283.7
9730800	283.7
9734400	283.7
9738000	283.7
9741600	283.7
9745200	283.7
9748800	283.7
9752400	283.7
9756000	283.7
9759600	283.7
9763200	283.7
9766800	283.7
9770400	283.7
9774000	283.7
9777600	283.7
9781200	283.7
9784800	283.7
9788400	283.7
9792000	283.7
9795600	283.7
9799200	283.7
9802800	283.7
9806400	283.7
9810000	283.7
9813600	283.7
9817200	283.7
9820800	283.7
9824400	283.7
9828000	283.7
9831600	283.7
9835200	283.7
9838800	283.7
9842400	283.7
9846000	283.7
9849600	283.7
9853200	283.7
9856800	283.7
9860400	283.7
9864000	283.7
9867600	283.7
9871200	283.7
9874800	283.7
9878400	283.7
9882000	283.7
9885600	283.7
9889200	283.7
9892800	283.7
9896400	283.7
9900000	283.7
9903600	283.7
9907200	283.7
9910800	283.7
9914400	283.7
9918000	283.7
9921600	283.7
9925200	283.7
9928800	283.7
9932400	283.7
9936000	283.7
9939600	283.7
9943200	283.7
9946800	283.7
9950400	283.7
9954000	283.7
9957600	283.7
9961200	283.7
9964800	283.7
9968400	283.7
9972000	283.7
9975600	283.7
9979200	283.7
9982800	283.7
9986400	283.7
9990000	283.7
9993600	283.7
9997200	283.7
10000800	283.7
10004400	283.7
10008000	283.7
10011600	283.7
10015200	283.7
10018800	283.7
10022400	283.7
10026000	283.7
10029600	283.7
10033200	283.7
10036800	283.7
10040400	283.7
10044000	283.7
10047600	283.7
10051200	283.7
10054800	283.7
10058400	283.7
10062000	283.7
10065600	283.7
10069200	283.7
10072800	283.7
10076400	283.7
10080000	283.7
10083600	283.7
10087200	283.7
10090800	283.7
10094400	283.7
10098000	283.7
10101600	283.7
10105200	283.7
10108800	283.7
10112400	283.7
10116000	283.7
10119600	283.7
10123200	283.7
10126800	283.7
10130400	283.7
10134000	283.7
10137600	283.7
10141200	283.7
10144800	283.7
10148400	283.7
10152000	283.7
10155600	283.7
10159200	283.7
10162800	283.7
10166400	283.7
10170000	283.7
10173600	283.7
10177200	283.7
10180800	283.7
10184400	283.7
10188000	283.7
10191600	283.7
10195200	283.7
10198800	283.7
10202400	283.7
10206000	283.7
10209600	283.7
10213200	283.7
10216800	283.7
10220400	283.7
10224000	283.7
10227600	283.7
10231200	283.7
10234800	283.7
10238400	283.7
10242000	283.7
10245600	283.7
10249200	283.7
10252800	283.7
10256400	283.7
10260000	283.7
10263600	283.7
10267200	283.7
10270800	283.7
10274400	283.7
10278000	283.7
10281600	283.7
10285200	283.7
10288800	283.7
10292400	283.7
10296000	283.7
10299600	283.7
10303200	283.7
10306800	283.7
10310400	283.7
10314000	283.7
10317600	283.7
10321200	283.7
10324800	283.7
10328400	283.7
10332000	283.7
10335600	283.7
10339200	283.7
10342800	283.7
10346400	283.7
10350000	283.7
10353600	283.7
10357200	283.7
10360800	283.7
10364400	283.7
10368000	283.7
10371600	283.7
10375200	283.7
10378800	283.7
10382400	283.7
10386000	283.7
10389600	283.7
10393200	283.7
10396800	283.7
10400400	283.7
10404000	283.7
10407600	283.7
10411200	283.7
10414800	283.7
10418400	283.7
10422000	283.7
10425600	283.7
10429200	283.7
10432800	283.7
10436400	283.7
10440000	283.7
10443600	283.7
10447200	283.7
10450800	283.7
10454400	283.7
10458000	283.7
10461600	283.7
10465200	283.7
10468800	283.7
10472400	283.7
10476000	283.7
10479600	283.7
10483200	283.7
10486800	283.7
10490400	283.7
10494000	283.7
10497600	283.7
10501200	283.7
10504800	283.7
10508400	283.7
10512000	283.7
10515600	283.7
10519200	283.7
10522800	283.7
10526400	283.7
10530000	283.7
10533600	283.7
10537200	283.7
10540800	283.7
10544400	283.7
10548000	283.7
10551600	283.7
10555200	283.7
10558800	283.7
10562400	283.7
10566000	283.7
10569600	283.7
10573200	283.7
10576800	283.7
10580400	283.7
10584000	283.7
10587600	283.7
10591200	283.7
10594800	283.7
10598400	283.7
10602000	283.7
10605600	283.7
10609200	283.7
10612800	283.7
10616400	283.7
10620000	283.7
10623600	283.7
10627200	283.7
10630800	283.7
10634400	283.7
10638000	283.7
10641600	283.7
10645200	283.7
10648800	283.7
10652400	283.7
10656000	283.7
10659600	283.7
10663200	283.7
10666800	283.7
10670400	283.7
10674000	283.7
10677600	283.7
10681200	283.7
10684800	283.7
10688400	283.7
10692000	283.7
10695600	283.7
10699200	283.7
10702800	283.7
10706400	283.7
10710000	283.7
10713600	283.7
10717200	283.7
10720800	283.7
10724400	283.7
10728000	283.7
10731600	283.7
10735200	283.7
10738800	283.7
10742400	283.7
10746000	283.7
10749600	283.7
10753200	283.7
10756800	283.7
10760400	283.7
10764000	283.7
10767600	283.7
10771200	283.7
10774800	283.7
10778400	283.7
10782000	283.7
10785600	283.7
10789200	283.7
10792800	283.7
10796400	283.7
10800000	283.7
10803600	283.7
10807200	283.7
10810800	283.7
10814400	283.7
10818000	283.7
10821600	283.7
10825200	283.7
10828800	283.7
10832400	283.7
10836000	283.7
10839600	283.7
10843200	283.7
10846800	283.7
10850400	283.7
10854000	283.7
10857600	283.7
10861200	283.7
10864800	283.7
10868400	283.7
10872000	283.7
10875600	283.7
10879200	283.7
10882800	283.7
10886400	283.7
10890000	283.7
10893600	283.7
10897200	283.7
10900800	283.7
10904400	283.7
10908000	283.7
10911600	283.7
10915200	283.7
10918800	283.7
10922400	283.7
10926000	283.7
10929600	283.7
10933200	283.7
10936800	283.7
10940400	283.7
10944000	283.7
10947600	283.7
10951200	283.7
10954800	283.7
10958400	283.7
10962000	283.7
10965600	283.7
10969200	283.7
10972800	283.7
10976400	283.7
10980000	283.7
10983600	283.7
10987200	283.7
10990800	283.7
10994400	283.7
10998000	283.7
11001600	283.7
11005200	283.7
11008800	283.7
11012400	283.7
11016000	283.7
11019600	283.7
11023200	283.7
11026800	283.7
11030400	283.7
11034000	283.7
11037600	283.7
11041200	283.7
11044800	283.7
11048400	283.7
11052000	283.7
11055600	283.7
11059200	283.7
11062800	283.7
11066400	283.7
11070000	283.7
11073600	283.7
11077200	283.7
11080800	283.7
11084400	283.7
11088000	283.7
11091600	283.7
11095200	283.7
11098800	283.7
11102400	283.7
11106000	283.7
11109600	283.7
11113200	283.7
11116800	283.7
11120400	283.7
11124000	283.7
11127600	283.7
11131200	283.7
11134800	283.7
11138400	283.7
11142000	283.7
11145600	283.7
11149200	283.7
11152800	283.7
11156400	283.7
11160000	283.7
11163600	283.7
11167200	283.7
11170800	283.7
11174400	283.7
11178000	283.7
11181600	283.7
11185200	283.7
11188800	283.7
11192400	283.7
11196000	283.7
11199600	283.7
11203200	283.7
11206800	283.7
11210400	283.7
11214000	283.7
11217600	283.7
11221200	283.7
11224800	283.7
11228400	283.7
11232000	283.7
11235600	283.7
11239200	283.7
11242800	283.7
11246400	283.7
11250000	283.7
11253600	283.7
11257200	283.7
11260800	283.7
11264400	283.7
11268000	283.7
11271600	283.7
11275200	283.7
11278800	283.7
11282400	283.7
11286000	283.7
11289600	283.7
11293200	283.7
11296800	283.7
11300400	283.7
11304000	283.7
11307600	283.7
11311200	283.7
11314800	283.7
11318400	283.7
11322000	283.7
11325600	283.7
11329200	283.7
11332800	283.7
11336400	283.7
11340000	283.7
11343600	283.7
11347200	283.7
11350800	283.7
11354400	283.7
11358000	283.7
11361600	283.7
11365200	283.7
11368800	283.7
11372400	283.7
11376000	283.7
11379600	283.7
11383200	283.7
11386800	283.7
11390400	283.7
11394000	283.7
11397600	283.7
11401200	283.7
11404800	283.7
11408400	283.7
11412000	283.7
11415600	283.7
11419200	283.7
11422800	283.7
11426400	283.7
11430000	283.7
11433600	283.7
11437200	283.7
11440800	283.7
11444400	283.7
11448000	283.7
11451600	283.7
11455200	283.7
11458800	283.7
11462400	283.7
11466000	283.7
11469600	283.7
11473200	283.7
11476800	283.7
11480400	283.7
11484000	283.7
11487600	283.7
11491200	283.7
11494800	283.7
11498400	283.7
11502000	283.7
11505600	283.7
11509200	283.7
11512800	283.7
11516400	283.7
11520000	283.7
11523600	283.7
11527200	283.7
11530800	283.7
11534400	283.7
11538000	283.7
11541600	283.7
11545200	283.7
11548800	283.7
11552400	283.7
11556000	283.7
11559600	283.7
11563200	283.7
11566800	283.7
11570400	283.7
11574000	283.7
11577600	283.7
11581200	283.7
11584800	283.7
11588400	283.7
11592000	283.7
11595600	283.7
11599200	283.7
11602800	283.7
11606400	283.7
11610000	283.7
11613600	283.7
11617200	283.7
11620800	283.7
11624400	283.7
11628000	283.7
11631600	283.7
11635200	283.7
11638800	283.7
11642400	283.7
11646000	283.7
11649600	283.7
11653200	283.7
11656800	283.7
11660400	283.7
11664000	283.7
11667600	283.7
11671200	283.7
11674800	283.7
11678400	283.7
11682000	283.7
11685600	283.7
11689200	283.7
11692800	283.7
11696400	283.7
11700000	283.7
11703600	283.7
11707200	283.7
11710800	283.7
11714400	283.7
11718000	283.7
11721600	283.7
11725200	283.7
11728800	283.7
11732400	283.7
11736000	283.7
11739600	283.7
11743200	283.7
11746800	283.7
11750400	283.7
11754000	283.7
11757600	283.7
11761200	283.7
11764800	283.7
11768400	283.7
11772000	283.7
11775600	283.7
11779200	283.7
11782800	283.7
11786400	283.7
11790000	283.7
11793600	283.7
11797200	283.7
11800800	283.7
11804400	283.7
11808000	283.7
11811600	283.7
11815200	283.7
11818800	283.7
11822400	283.7
11826000	283.7
11829600	283.7
11833200	283.7
11836800	283.7
11840400	283.7
11844000	283.7
11847600	283.7
11851200	283.7
11854800	283.7
11858400	283.7
11862000	283.7
11865600	283.7
11869200	283.7
11872800	283.7
11876400	283.7
11880000	283.7
11883600	283.7
11887200	283.7
11890800	283.7
11894400	283.7
11898000	283.7
11901600	283.7
11905200	283.7
11908800	283.7
11912400	283.7
11916000	283.7
11919600	283.7
11923200	283.7
11926800	283.7
11930400	283.7
11934000	283.7
11937600	283.7
11941200	283.7
11944800	283.7
11948400	283.7
11952000	283.7
11955600	283.7
11959200	283.7
11962800	283.7
11966400	283.7
11970000	283.7
11973600	283.7
11977200	283.7
11980800	283.7
11984400	283.7
11988000	283.7
11991600	283.7
11995200	283.7
11998800	283.7
12002400	283.7
12006000	283.7
12009600	283.7
12013200	283.7
12016800	283.7
12020400	283.7
12024000	283.7
12027600	283.7
12031200	283.7
12034800	283.7
12038400	283.7
12042000	283.7
12045600	283.7
12049200	283.7
12052800	283.7
12056400	283.7
12060000	283.7
12063600	283.7
12067200	283.7
12070800	283.7
12074400	283.7
12078000	283.7
12081600	283.7
12085200	283.7
12088800	283.7
12092400	283.7
12096000	283.7
12099600	283.7
12103200	283.7
12106800	283.7
12110400	283.7
12114000	283.7
12117600	283.7
12121200	283.7
12124800	283.7
12128400	283.7
12132000	283.7
12135600	283.7
12139200	283.7
12142800	283.7
12146400	283.7
12150000	283.7
12153600	283.7
12157200	283.7
12160800	283.7
12164400	283.7
12168000	283.7
12171600	283.7
12175200	283.7
12178800	283.7
12182400	283.7
12186000	283.7
12189600	283.7
12193200	283.7
12196800	283.7
12200400	283.7
12204000	283.7
12207600	283.7
12211200	283.7
12214800	283.7
12218400	283.7
12222000	283.7
12225600	283.7
12229200	283.7
12232800	283.7
12236400	283.7
12240000	283.7
12243600	283.7
12247200	283.7
12250800	283.7
12254400	283.7
12258000	283.7
12261600	283.7
12265200	283.7
12268800	283.7
12272400	283.7
12276000	283.7
12279600	283.7
12283200	283.7
12286800	283.7
12290400	283.7
12294000	283.7
12297600	283.7
12301200	283.7
12304800	283.7
12308400	283.7
12312000	283.7
12315600	283.7
12319200	283.7
12322800	283.7
12326400	283.7
12330000	283.7
12333600	283.7
12337200	283.7
12340800	283.7
12344400	283.7
12348000	283.7
12351600	283.7
12355200	283.7
12358800	283.7
12362400	283.7
12366000	283.7
12369600	283.7
12373200	283.7
12376800	283.7
12380400	283.7
12384000	283.7
12387600	283.7
12391200	283.7
12394800	283.7
12398400	283.7
12402000	283.7
12405600	283.7
12409200	283.7
12412800	283.7
12416400	283.7
12420000	283.7
12423600	283.7
12427200	283.7
12430800	283.7
12434400	283.7
12438000	283.7
12441600	283.7
12445200	283.7
12448800	283.7
12452400	283.7
12456000	283.7
12459600	283.7
12463200	283.7
12466800	283.7
12470400	283.7
12474000	283.7
12477600	283.7
12481200	283.7
12484800	283.7
12488400	283.7
12492000	283.7
12495600	283.7
12499200	283.7
12502800	283.7
12506400	283.7
12510000	283.7
12513600	283.7
12517200	283.7
12520800	283.7
12524400	283.7
12528000	283.7
12531600	283.7
12535200	283.7
12538800	283.7
12542400	283.7
12546000	283.7
12549600	283.7
12553200	283.7
12556800	283.7
12560400	283.7
12564000	283.7
12567600	283.7
12571200	283.7
12574800	283.7
12578400	283.7
12582000	283.7
12585600	283.7
12589200	283.7
12592800	283.7
12596400	283.7
12600000	283.7
